Rank,CompanyName,Workers,PreviousWorker,Website,State,City,Growth,Industry,Metro,MetroCode,ZipCode,Founded
2777,eAssist Dental Solutions,1699,79,dentalbilling.com,Utah,American Fork,183,Business Products & Services,Provo,"Provo-Orem, UT",84003,2011
2778,Taazaa,321,147,taazaa.com,Ohio,Hudson,183,Software,,"Akron, OH",44236,2007
2779,Limelight Catering,125,26,limelightcatering.com,Illinois,CHICAGO,183,Food & Beverage,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60616,1990
2780,Magellan Jets,65,34,magellanjets.com,Massachusetts,Quincy,183,Travel & Hospitality,Boston,"Boston-Cambridge-Newton, MA-NH",2169,2008
2781,Resicon,39,27,resiconllc.com,Washington,University Place,183,Construction,Seattle,"Seattle-Tacoma-Bellevue, WA",98466,2009
2782,GuidePoint Security,991,417,guidepointsecurity.com,Virginia,Herndon,182,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20171,2011
2783,Integrity Management Consulting,101,75,consultwithintegrity.com,Virginia,Tysons,182,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22102,2006
2784,Associated Luxury Hotels International,101,82,alhi.com,Texas,Plano,182,Travel & Hospitality,Dallas,"Dallas-Fort Worth-Arlington, TX",75024,1986
2785,Strong Brand Social,5,3,strongbrandsocial.com,Vermont,Shelburne,182,Advertising & Marketing,Burlington,"Burlington-South Burlington, VT",5482,2017
2786,Merchant Lynx Services,103,57,merchantlynx.com,Florida,PALM BCH GDNS,182,Financial Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33418,1996
2787,Proxy Retail Group,37,8,proxyretail.com,Illinois,Yorkville,182,Construction,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60560,2016
2788,Compleat KiDZ,580,95,karepartners.com,North Carolina,Belmont,182,Health Services,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28012,1989
2789,Crate Pros,17,7,cratepros.net,Tennessee,Lebanon,182,Logistics & Transportation,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37090,2018
2790,Vivacity Tech PBC,196,50,http://vivacitytech.com,Minnesota,Saint Paul,182,Computer Hardware,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55106,2018
2791,Georgialina Networks,9,9,georgialina.net,Georgia,Martinez,182,IT Services,Augusta,"Augusta-Richmond County, GA-SC",30907,2012
2792,Dobrin Properties,27,8,dobrinpropertymanagement.com,Virginia,Richmond,182,Real Estate,Richmond,"Richmond, VA",23219,2012
2793,Ally Pediatric Therapy,233,93,allypediatric.com,Arizona,Chandler,182,Health Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85225,2017
2794,Brand Builders Group,38,12,brandbuildersgroup.com,Tennessee,Nashville,182,Advertising & Marketing,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37220,2018
2795,IdentiBrands Powered by Proforma,8,5,identibrands.proforma.com,Arizona,Phoenix,182,Business Products & Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85027,2012
2796,True Wealth Design,15,6,truewealthdesign.com,Ohio,Akron,182,Financial Services,,"Akron, OH",44333,2007
2797,ERPMARK,58,32,erpmark.com,New Jersey,Kingston,181,IT Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",8528,2006
2798,Riggs Companies,450,80,riggscompanies.com,Arizona,Phoenix,181,Construction,Phoenix,"Phoenix-Mesa-Chandler, AZ",85024,1993
2799,Lights On,15,3,lightson.co,Hawaii,Honolulu,181,Advertising & Marketing,,"Urban Honolulu, HI",96814,2014
2800,Enscicon,231,146,enscicon.com,Colorado,Denver,181,Business Products & Services,Denver,"Denver-Aurora-Lakewood, CO",80211,1994
2801,Fire Department Coffee,47,25,firedeptcoffee.com,Illinois,Rockford,181,Food & Beverage,,"Rockford, IL",61103,2016
2802,Integrity Staffing Services,35,22,integritystaffing.net,Virginia,Virginia Beach,181,Human Resources,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",23452,1995
2803,San Diego Sign Company,313,130,wsdisplay.com,California,Carlsbad,181,Manufacturing,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92008,2005
2804,Trident Transport,214,126,tridenttransport.com,Tennessee,Chattanooga,181,Logistics & Transportation,Chattanooga,"Chattanooga, TN-GA",37402,2013
2805,Better Earth,40,21,becompostable.com,Georgia,Clarkston,181,Food & Beverage,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30021,2015
2806,Functional Diagnostic Nutrition (FDN),47,21,fdntraining.com,California,Lakeside,181,Health Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92040,2008
2807,COFOODS,9,4,cofoods.com,California,Dublin,181,Food & Beverage,San Francisco,"San Francisco-Oakland-Berkeley, CA",94568,2017
2808,2am.tech,109,44,2amtech.us,Florida,Coral Springs,181,Software,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33065,2013
2809,Martin Exterminating,15,15,roanokerapidspestcontrol.com,North Carolina,ROANOKE RAPIDS,181,Consumer Services,,,27870,1973
2810,DIG Creative Solutions,52,35,dig.us.com,Mississippi,Flowood,181,Advertising & Marketing,,"Jackson, MS",39232,2003
2811,Lodestar Consulting,77,33,lodestarcs.com,North Carolina,CHARLOTTE,181,IT Services,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28277,1997
2812,Constant and Associates,46,23,constantassociates.com,California,Torrance,181,Security,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90503,2004
2813,Ascent CFO Solutions,35,18,ascentcfo.com,Colorado,Boulder,181,Financial Services,Boulder,"Boulder, CO",80302,2011
2814,The BAM Companies,155,90,thebamcompanies.com,Indiana,Carmel,181,Real Estate,Indianapolis,"Indianapolis-Carmel-Anderson, IN",46032,2010
2815,ConnectPay,202,85,connectpayusa.com,Massachusetts,Foxborough,180,Business Products & Services,Boston,"Boston-Cambridge-Newton, MA-NH",2035,2008
2816,AdAdapted,67,45,adadapted.com,Michigan,Ann Arbor,180,Media,Ann Arbor,"Ann Arbor, MI",48104,2012
2817,Xero Shoes,94,49,xeroshoes.com,Colorado,Broomfield,180,Consumer Products,Denver,"Denver-Aurora-Lakewood, CO",80021,2010
2818,Ridge,65,32,ridge.com,California,Santa Monica,180,Retail,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90405,2013
2819,Turbotenant,62,26,turbotenant.com,Colorado,Fort Collins,180,Software,Fort Collins,"Fort Collins, CO",80524,2015
2820,Titanium Technologies,7,3,titaniumtechnologies.com,Illinois,Grayslake,180,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60030,2009
2821,Cohesion,16,12,cohesionco.com,Texas,Dallas,180,Financial Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75231,2012
2822,Qin's Buffalo,110,40,whetstonedistribution.com,Illinois,Chicago,180,Food & Beverage,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60632,1947
2823,VizyPay,93,34,vizypay.com,Iowa,Waukee,180,Financial Services,Des Moines,"Des Moines-West Des Moines, IA",50263,2017
2824,Acker Bradbury Construction,10,4,ackerbradbury.com,Texas,Waxahachie,180,Construction,Dallas,"Dallas-Fort Worth-Arlington, TX",75165,2003
2825,D-Lux Medspa,10,5,dluxmedspa.com,Florida,Naples,180,Health Services,"Naples, FL","Naples-Marco Island, FL",34109,2017
2826,Camfred Construction,11,5,camfred.com,Pennsylvania,Bala Cynwyd,179,Construction,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19004,2017
2827,Blue Signal,68,33,bluesignal.com,Arizona,Phoenix,179,Human Resources,Phoenix,"Phoenix-Mesa-Chandler, AZ",85028,2012
2828,OneSignal,157,67,onesignal.com,California,San Mateo,179,Software,San Francisco,"San Francisco-Oakland-Berkeley, CA",94401,2014
2829,Expansion Capital Group,87,53,ecg.com,South Dakota,Sioux Falls,179,Financial Services,,"Sioux Falls, SD",57108,2013
2830,Tinker Coffee Co.,25,8,tinkercoffee.com,Indiana,indianapolis,179,Food & Beverage,Indianapolis,"Indianapolis-Carmel-Anderson, IN",46202,2014
2831,Slim Chickens,7035,3795,slimchickensfranchise.com,Arkansas,Fayetteville,179,Food & Beverage,"Fayetteville, AR","Fayetteville-Springdale-Rogers, AR",72703,2003
2832,PayDay Payroll Resources,44,17,paydayes.com,New Jersey,Bellmawr,179,Business Products & Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8031,2010
2833,JEELANI LAW FIRM,13,8,jeelani-law.com,Michigan,Southfield,179,Legal,Detroit,"Detroit-Warren-Dearborn, MI",48034,2013
2834,Keystone Experts + Engineers,47,22,keystoneexperts.com,Colorado,Castle Rock,179,Engineering,Denver,"Denver-Aurora-Lakewood, CO",80104,2015
2835,Laborde Earles Law Firm,87,64,onmyside.com,Louisiana,Lafayette,179,Legal,,"Lafayette, LA",70508,2014
2836,The Midtown Group,38,35,themidtowngroup.com,District of Columbia,Washington,179,Human Resources,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20036,1989
2837,Urban Playground,307,150,urbnplayground.com,New York,New York,178,Real Estate,New York,"New York-Newark-Jersey City, NY-NJ-PA",10019,2016
2838,Susco Solutions,32,18,suscosolutions.com,Louisiana,Harvey,178,Software,New Orleans,"New Orleans-Metairie, LA",70058,2005
2839,Sound Planning Group,35,22,myspg.com,Washington,Kirkland,178,Financial Services,Seattle,"Seattle-Tacoma-Bellevue, WA",98034,1998
2840,Edgeium,13,4,edgeium.com,Texas,Farmers Branch,178,IT Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75244,2018
2841,Motive,3016,1688,gomotive.com,California,San Francisco,178,Logistics & Transportation,San Francisco,"San Francisco-Oakland-Berkeley, CA",94105,2013
2842,Marble Box,800,200,marblebox.com,Illinois,Chicago,178,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60606,2002
2843,NLP Logix,70,26,nlplogix.com,Florida,Jacksonville,178,IT Services,Jacksonville,"Jacksonville, FL",32256,2011
2844,Newline Interactive,60,45,newline-interactive.com,Texas,Allen,178,Computer Hardware,Dallas,"Dallas-Fort Worth-Arlington, TX",75013,2012
2845,Additive Engineering Solutions,19,9,additiveeng.com,Ohio,Akron,178,Manufacturing,,"Akron, OH",44305,2016
2846,Groundworks,4536,2389,groundworks.com,Virginia,Virginia Beach,178,Construction,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",23454,2016
2847,Rumsey Construction & Restoration,63,24,rumseycr.com,South Carolina,Columbia,178,Construction,Columbia,"Columbia, SC",29209,2011
2848,Prospect Direct,4,2,prospectdirect.com,Texas,DALLAS,178,Advertising & Marketing,Dallas,"Dallas-Fort Worth-Arlington, TX",75209,2018
2849,Algolia,741,377,algolia.com,California,"San Francisco, CA",178,Software,San Francisco,"San Francisco-Oakland-Berkeley, CA",94105,2012
2850,Trius Lending Partners,25,4,triuslending.com,Maryland,Towson,178,Real Estate,Baltimore,"Baltimore-Columbia-Towson, MD",21204,2003
2851,Mo' Bettahs Hawaiian Style Food,1115,487,mobettahs.com,Utah,Lehi,178,Food & Beverage,Provo,"Provo-Orem, UT",84043,2008
2852,DefenseStorm,94,76,defensestorm.com,Georgia,Alpharetta,178,Business Products & Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30005,2014
2853,MyProMovers,3,3,mypromoversdc.com,Virginia,Chantilly,178,Logistics & Transportation,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20151,2017
2854,BOW RENEWABLES,31,11,bowrenewables.com,Florida,North Fort Myers,178,Energy,Cape Coral,"Cape Coral-Fort Myers, FL",33903,2018
2855,WAP Sustainability,60,13,wapsustainability.com,Tennessee,Chattanooga,178,Environmental Services,Chattanooga,"Chattanooga, TN-GA",37408,2009
2856,Encapture,51,31,encapture.com,Texas,Dallas,177,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75234,1998
2857,TMG Construction Management,27,17,tmgcm.com,Indiana,Noblesville,177,Construction,Indianapolis,"Indianapolis-Carmel-Anderson, IN",46060,2007
2858,Rain City Capital,51,27,raincitycapital.com,Washington,Kirkland,177,Financial Services,Seattle,"Seattle-Tacoma-Bellevue, WA",98034,2009
2859,The Learning Experience,1221,504,thelearningexperience.com,Florida,Deerfield Beach,177,Education,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33441,2002
2860,McKay Advertising + Activation,11,6,mckayadvertising.com,Florida,Tampa,177,Advertising & Marketing,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33605,2005
2861,Dobi & Associates,8,9,cedarcraft.com,California,San Diego,177,Business Products & Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92108,2005
2862,Employ,754,297,employinc.com,Massachusetts,Waltham,177,Human Resources,Boston,"Boston-Cambridge-Newton, MA-NH",2451,2006
2863,Responsive,455,178,responsive.io,Oregon,Beaverton,177,Software,Portland,"Portland-Vancouver-Hillsboro, OR-WA",97005,2015
2864,Koniag Government Services,2619,1252,koniag-gs.com,Virginia,Chantilly,177,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20151,1975
2865,Exverus Media,41,18,exverus.com,California,Los Angeles,177,Advertising & Marketing,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90068,2014
2866,Rethink Compliance,43,13,rethinkcomplianceco.com,Colorado,Denver,177,Business Products & Services,Denver,"Denver-Aurora-Lakewood, CO",80202,2015
2867,Southwest Antennas,120,56,southwestantennas.com,California,Poway,177,Manufacturing,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92064,2005
2868,Doceo,75,39,mydoceo.com,Pennsylvania,York,177,Business Products & Services,"York, PA","York-Hanover, PA",17402,2004
2869,Synterex,32,4,synterex.com,Massachusetts,Dedham,177,Business Products & Services,Boston,"Boston-Cambridge-Newton, MA-NH",2026,2008
2870,Redmond,48,14,redmondconstruction.com,Illinois,Chicago,177,Construction,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60654,2013
2871,Userlytics Corporation,56,32,userlytics.com,Florida,Miami,177,Business Products & Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33131,2009
2872,Bellwether,164,63,bellwetherco.com,California,El Segundo,177,Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90245,2013
2873,AIC Roofing & Construction,27,13,aicroofing.com,Kentucky,Lexington,177,Construction,Lexington,"Lexington-Fayette, KY",40508,2003
2874,Safety Decals,27,15,safetydecals.com,Michigan,Ludington,177,Consumer Products,,,49431,1947
2875,Awesomely,8,5,awesomely.com,South Carolina,Isle of Palms,176,Education,Charleston,"Charleston-North Charleston, SC",29451,2009
2876,Ariento,19,5,ariento.com,Tennessee,Franklin,176,IT Services,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37064,2016
2877,Fleming Construction Group,111,32,flemingconstructiongroup.com,Oklahoma,Tulsa,176,Construction,Tulsa,"Tulsa, OK",74146,1946
2878,Goff Tents,45,20,gofftents.com,Kentucky,Nicholasville,176,Consumer Products,Lexington,"Lexington-Fayette, KY",40356,1985
2879,CS Hudson,77,31,cs-hudson.com,New York,HAUPPAUGE,176,Business Products & Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",11788,2017
2880,Destination Transport,80,31,destinationtrans.com,Minnesota,Osseo,176,Logistics & Transportation,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55369,2015
2881,ARServices,167,80,arslimited.com,Virginia,Falls Church,176,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22042,2003
2882,Coviance,70,32,coviance.com,Iowa,West Des Moines,176,Financial Services,Des Moines,"Des Moines-West Des Moines, IA",50266,2015
2883,Informativ,73,11,http://informativ.com,Texas,Frisco,176,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75034,2004
2884,FanRoll,6,3,fanrolldice.com,Ohio,Cincinnati,176,Consumer Products,Cincinnati,"Cincinnati, OH-KY-IN",45242,2014
2885,CoDev,511,235,http://www.codev.com,Utah,Lehi,176,Human Resources,Provo,"Provo-Orem, UT",84043,2010
2886,1836 Total Commerce,6,4,http://thermajohn.com,New York,Brooklyn,176,Consumer Products,New York,"New York-Newark-Jersey City, NY-NJ-PA",11234,2016
2887,Rabine,313,250,rabine.com,Illinois,Schaumburg,176,Construction,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60173,1981
2888,One Step GPS,46,23,onestepgps.com,California,San Fernando,176,Logistics & Transportation,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91340,2017
2889,GDS Wealth Management,20,7,gdswealth.com,Texas,Flower Mound,176,Financial Services,Dallas,"Dallas-Fort Worth-Arlington, TX",76051,2017
2890,Paramount Lodging Advisors,28,27,paramountlodging.com,Illinois,Chicago,176,Real Estate,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60610,2007
2891,The Ecoplumbers,286,85,geteco.com,Ohio,Hilliard,176,Construction,Columbus,"Columbus, OH",43026,2007
2892,DYNAMIC LOGISTIX,124,77,shipdlx.com,Kansas,Overland Park,176,Logistics & Transportation,Kansas City,"Kansas City, MO-KS",66211,2015
2893,Innowave Marketing Group,104,52,innowavemarketing.com,California,hillsborough,175,Business Products & Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94010,2012
2894,Mvation Worldwide,14,16,mvation.com,New York,Glen Cove,175,IT Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",11542,2016
2895,Money Tree Lead Systems,63,18,housejet.com,Missouri,Springfield,175,Software,Springfield,"Springfield, MO",65806,2013
2896,Awe Inspired,24,3,aweinsipred.com,California,Los Angeles,175,Consumer Products,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90068,2019
2897,THINK AI CONSULTING,5,3,thinkaicorp.com,California,IRVINE,175,IT Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92618,2018
2898,ACIS IT SOLUTIONS,18,10,acisitsolutions.com,Missouri,Springfield,175,IT Services,Springfield,"Springfield, MO",65804,1999
2899,Rebound Communications,30,1,reboundb2b.com,Pennsylvania,Phoenixville,175,Advertising & Marketing,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19460,2015
2900,Elite Homecare,737,316,elitehomecaresc.com,South Carolina,Spartanburg,175,Health Services,,"Spartanburg, SC",29307,2012
2901,SMG ABA,51,21,smgaba.com,New York,Islandia,175,Financial Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",11749,2014
2902,Vector Choice Technologies,69,23,vectorchoice.com,Texas,Lubbock,174,IT Services,,"Lubbock, TX",79407,2008
2903,Index Analytics,266,96,index-analytics.com,Maryland,Windsor Mill,174,Government Services,Baltimore,"Baltimore-Columbia-Towson, MD",21244,2012
2904,The O'Connor Group,65,38,tocgrp.com,Pennsylvania,King of Prussia,174,Human Resources,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19406,2007
2905,QED Enterprises,29,53,qedei.com,Virginia,Stafford,174,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22554,2007
2906,Paradigm Construction,50,32,pcc-tx.com,Texas,Tomball,174,Construction,Houston,"Houston-The Woodlands-Sugar Land, TX",77375,2013
2907,Capital Logistics,120,50,capitallogisticsllc.com,Connecticut,Greenwich,174,Logistics & Transportation,Bridgeport,"Bridgeport-Stamford-Norwalk, CT",6831,2009
2908,Extreme Nitrogen,82,38,exn2.com,Louisiana,Harvey,174,Energy,New Orleans,"New Orleans-Metairie, LA",70058,2017
2909,Ferrilli,173,67,ferrilli.com,New Jersey,Haddonfield,174,Education,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8033,2004
2910,Mixt Solutions,25,10,mixtsolutions.com,Ohio,Plain City,174,Business Products & Services,Columbus,"Columbus, OH",43064,2014
2911,Progressive Coating,64,42,progressive-coating.com,Illinois,CHICAGO,174,Manufacturing,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60644,1983
2912,Accent Wire Tie,297,200,accentwiretie.com,Texas,Tomball,174,Construction,Houston,"Houston-The Woodlands-Sugar Land, TX",77375,1986
2913,LUX Catering & Events,88,14,luxevents.com,Utah,Salt Lake City,174,Food & Beverage,Salt Lake City,"Salt Lake City, UT",84115,1995
2914,ShorePoint,124,56,shorepointinc.com,Virginia,Herndon,174,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20170,2017
2915,RESCUE AGENCY PUBLIC BENEFIT,267,149,rescueagency.com,California,San Diego,174,Advertising & Marketing,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92110,2001
